interaction_id,customer_id,date,channel,reason,resolved,sentiment_score
INT_0018858,CUST_006434,2021-02-06 18:53:41,Call Centre,Complaint,Yes,3.8
INT_0001757,CUST_000124,2020-06-18 03:00:53,Email,Loan Query,No,4.6
INT_0008661,CUST_000263,2018-07-01 12:22:34,Chat,Loan Query,,4.1
INT_0019190,CUST_001196,2020-11-07 11:36:41,Email,,No,
INT_0019185,CUST_007637,2019-11-19 13:44:53,Call Centre,Loan Query,No,2.9
INT_0007494,CUST_003200,2020-11-01 05:37:45,Call Centre,Loan Query,,8.0
INT_0001333,CUST_002246,2019-12-05 16:03:31,,,Yes,7.4
INT_0012308,CUST_001148,2022-03-10 11:30:27,Chat,Complaint,No,2.9
INT_0000365,CUST_001352,,Branch,,,8.4
INT_0005842,CUST_007068,2019-07-30 15:29:21,Call Centre,Inquiry,Yes,9.2
INT_0015418,CUST_002936,2023-02-21 09:51:48,Call Centre,Inquiry,Yes,5.1
INT_0008467,CUST_007088,2022-02-24 16:19:01,Branch,Feedback,Yes,9.7
INT_0010583,CUST_007781,2023-12-28 15:42:31,Branch,Loan Query,Yes,7.7
INT_0010077,CUST_002453,2023-02-12 10:38:02,Email,Account Issue,No,2.1
INT_0009308,CUST_008480,2020-02-22 19:27:29,Email,Feedback,No,5.4
INT_0004750,CUST_006256,2019-03-02 20:30:11,Email,Feedback,,7.0
INT_0000149,CUST_002709,2018-05-12 03:59:36,Email,Complaint,Yes,9.0
INT_0010569,CUST_002382,2023-03-16 05:39:32,,Feedback,Yes,5.1
INT_0017361,CUST_007508,2024-11-04 11:32:00,Chat,,Yes,4.6
INT_0009707,CUST_005521,2019-07-04 23:42:35,Branch,Account Issue,,8.5
INT_0005271,CUST_006270,2020-08-01 16:51:01,Email,Feedback,No,7.9
INT_0010295,CUST_004129,2021-07-21 23:12:52,Email,Inquiry,Yes,1.7
INT_0000687,CUST_007046,,Email,Inquiry,,5.2
INT_0010614,CUST_001346,2021-08-12 18:45:11,Branch,Account Issue,No,1.9
INT_0007819,CUST_009094,2019-11-23 04:01:28,Call Centre,Account Issue,Yes,9.1
INT_0015791,CUST_003427,2020-09-09 09:16:16,Email,Inquiry,Yes,4.1
INT_0011878,CUST_009824,2024-12-30 23:58:57,Email,Loan Query,Yes,3.2
INT_0010265,CUST_007781,2022-03-15 16:25:44,Call Centre,Complaint,No,8.0
INT_0010483,CUST_008806,2023-12-10 07:25:45,Call Centre,Inquiry,Yes,5.8
INT_0000508,CUST_004685,2022-08-10 16:13:24,Chat,Feedback,Yes,3.7
INT_0016616,CUST_000618,2020-10-24 18:07:03,Call Centre,Feedback,Yes,8.5
INT_0002738,CUST_002276,2023-08-02 20:58:48,Email,Inquiry,Yes,2.0
INT_0010735,CUST_007822,2024-02-21 06:24:20,Branch,Complaint,,
INT_0003799,CUST_002847,2020-06-10 15:19:40,Branch,Complaint,,9.7
INT_0007091,CUST_007131,2022-04-13 12:33:24,Call Centre,Feedback,Yes,7.0
INT_0000145,CUST_009216,2021-04-21 04:01:22,,Complaint,No,9.5
INT_0018223,CUST_002275,,Branch,Complaint,,5.4
INT_0002219,CUST_003683,2018-02-14 12:04:18,Chat,Feedback,Yes,3.8
INT_0016645,CUST_009773,,,Inquiry,Yes,8.5
INT_0017723,CUST_003335,2024-10-16 21:50:20,Email,Loan Query,Yes,
INT_0006107,CUST_005457,2021-10-30 02:10:05,Call Centre,Inquiry,Yes,6.4
INT_0004887,CUST_007415,2022-03-12 09:35:01,Chat,Feedback,Yes,7.9
INT_0007572,CUST_009567,2019-08-03 21:01:46,Chat,Loan Query,Yes,3.0
INT_0016971,CUST_007983,2020-05-04 17:59:53,Chat,,Yes,3.0
INT_0006497,CUST_006395,2022-12-02 06:52:01,,Loan Query,,3.8
INT_0016308,CUST_003732,2018-09-12 19:17:03,Call Centre,Complaint,,2.7
INT_0006222,CUST_000871,,Chat,,No,5.1
INT_0003945,CUST_003439,2019-03-05 04:48:46,Branch,Account Issue,Yes,3.0
INT_0007191,CUST_009112,2019-02-20 14:23:45,Chat,Inquiry,No,2.5
INT_0013902,CUST_003049,,Call Centre,,No,6.0
INT_0003013,CUST_006660,,Email,Feedback,Yes,4.5
INT_0004852,CUST_003865,2024-09-13 16:22:07,Branch,Account Issue,Yes,4.4
INT_0011650,CUST_000186,2021-02-27 19:03:09,Branch,Complaint,Yes,2.5
INT_0015954,CUST_001431,2024-03-27 17:42:55,Branch,Account Issue,No,7.5
INT_0007975,CUST_004634,2024-12-01 13:06:23,Branch,,Yes,3.5
INT_0005639,CUST_000998,2020-12-02 22:14:09,Call Centre,Inquiry,No,8.4
INT_0013751,CUST_008742,2021-10-24 00:56:11,,Loan Query,Yes,7.0
INT_0006803,CUST_004079,2018-06-24 22:49:06,Chat,,Yes,
INT_0010678,CUST_002836,2023-03-31 00:23:17,,Loan Query,Yes,8.9
INT_0002714,CUST_007141,2018-03-17 13:15:26,Email,Feedback,No,5.3
INT_0002705,CUST_008438,2020-07-17 09:49:28,Call Centre,,Yes,4.5
INT_0002850,CUST_000607,2019-08-21 00:44:10,Call Centre,Complaint,Yes,3.6
INT_0004525,CUST_004290,2018-07-04 03:52:11,Branch,Inquiry,Yes,6.8
INT_0002009,CUST_009348,2024-09-13 19:21:06,Call Centre,Complaint,Yes,3.2
INT_0019882,CUST_001499,2018-04-28 02:26:22,Chat,Feedback,No,3.6
INT_0011836,CUST_002114,2022-06-10 18:10:40,Chat,Loan Query,Yes,7.1
INT_0012834,CUST_004548,,Branch,,No,
INT_0000063,CUST_002612,2023-09-05 13:45:42,Chat,Complaint,No,6.1
INT_0018698,CUST_004697,2020-08-26 01:53:57,Chat,Inquiry,Yes,6.7
INT_0019942,CUST_002712,,Chat,,Yes,1.3
INT_0016649,CUST_001390,2018-04-14 13:58:29,Branch,Feedback,,1.0
INT_0013667,CUST_006585,2023-12-22 14:06:26,Call Centre,Loan Query,No,7.2
INT_0001414,CUST_001082,2024-02-15 10:33:28,Call Centre,Complaint,No,7.3
INT_0018202,CUST_002317,2018-10-09 05:47:15,Chat,,,8.8
INT_0002271,CUST_006058,2018-03-29 11:23:14,Chat,Complaint,Yes,
INT_0016520,CUST_007134,,Chat,Loan Query,No,2.4
INT_0014136,CUST_004085,2020-08-04 13:07:16,Email,Inquiry,,2.1
INT_0009156,CUST_009332,2018-01-01 20:37:18,Call Centre,Account Issue,No,4.1
INT_0009860,CUST_002367,2020-07-06 15:17:57,Branch,,Yes,6.8
INT_0019731,CUST_001690,2023-04-16 21:46:24,Call Centre,Inquiry,No,1.8
INT_0008122,CUST_002773,2022-08-14 06:02:22,Email,Inquiry,Yes,6.3
INT_0004866,CUST_001423,2023-01-22 14:51:12,,Inquiry,,3.4
INT_0018036,CUST_007212,2024-10-23 03:05:18,Branch,Loan Query,No,6.4
INT_0009427,CUST_006539,2019-10-29 05:47:28,Branch,Loan Query,Yes,1.5
INT_0006729,CUST_008403,2021-09-16 16:25:29,Branch,Complaint,Yes,
INT_0015337,CUST_005268,2018-08-22 15:44:40,Email,Account Issue,,2.3
INT_0010057,CUST_004056,,Email,Account Issue,No,4.5
INT_0002040,CUST_007408,,Chat,Account Issue,No,2.9
INT_0013425,CUST_009327,2024-01-16 12:03:19,,Loan Query,No,
INT_0018429,CUST_009216,2023-03-17 03:22:50,,Account Issue,Yes,6.6
INT_0003853,CUST_000680,2019-12-11 19:03:18,Branch,Complaint,Yes,6.1
INT_0013034,CUST_001733,2024-08-04 17:33:56,Chat,Loan Query,No,5.8
INT_0010358,CUST_000703,2022-10-23 18:03:25,Chat,,Yes,1.6
INT_0009509,CUST_000591,2020-04-24 21:43:42,,,No,2.9
INT_0019487,CUST_007860,2023-10-30 14:59:45,Chat,Complaint,Yes,2.8
INT_0006363,CUST_009273,,Branch,Account Issue,No,9.3
INT_0005998,CUST_005881,2020-12-04 15:52:42,Branch,Loan Query,Yes,2.9
INT_0019768,CUST_003089,2018-02-25 14:21:11,Email,Account Issue,Yes,9.1
INT_0000051,CUST_009870,2022-06-05 00:05:34,Chat,Feedback,No,
INT_0015482,CUST_003728,2020-07-10 18:08:34,Call Centre,Loan Query,Yes,4.8
INT_0016175,CUST_009900,2022-07-24 04:08:29,Email,Account Issue,Yes,8.9
INT_0001655,CUST_003769,2020-04-13 17:23:36,,Feedback,Yes,4.7
INT_0003819,CUST_007059,2020-03-04 12:42:54,Call Centre,Feedback,,4.6
INT_0019370,CUST_002299,2019-10-01 15:52:14,Email,,Yes,
INT_0011636,CUST_008359,2020-03-27 14:46:05,Call Centre,Complaint,No,7.4
INT_0004804,CUST_004020,2020-05-27 08:12:41,Call Centre,,Yes,7.6
INT_0002713,CUST_007016,2021-06-23 11:15:46,Call Centre,,Yes,9.6
INT_0009190,CUST_005132,2019-05-01 10:49:39,Chat,Account Issue,No,
INT_0013496,CUST_008671,2024-11-23 07:42:53,Branch,Complaint,No,9.2
INT_0004290,CUST_000191,,Chat,Account Issue,,2.1
INT_0018087,CUST_004482,2022-04-15 00:18:20,Branch,Complaint,,2.2
INT_0002087,CUST_003522,2021-03-02 14:42:50,Call Centre,Account Issue,Yes,4.6
INT_0012926,CUST_005907,,Email,Account Issue,No,8.6
INT_0003509,CUST_000021,2022-11-18 06:58:42,Email,Inquiry,No,3.7
INT_0015538,CUST_005387,2023-09-19 13:39:48,Chat,Loan Query,No,3.1
INT_0002128,CUST_006671,2024-10-11 21:15:26,Branch,Feedback,No,4.4
INT_0002391,CUST_000434,2019-07-12 17:11:21,,Complaint,No,9.5
INT_0004633,CUST_001040,2018-10-16 15:32:59,Chat,Feedback,Yes,4.8
INT_0010220,CUST_000685,,Chat,,Yes,1.8
INT_0007894,CUST_000850,2022-08-20 08:29:23,Call Centre,,Yes,5.7
INT_0009816,CUST_005191,2024-11-13 23:32:53,,Feedback,Yes,2.7
INT_0007868,CUST_005057,,Branch,Complaint,No,5.4
INT_0017502,CUST_007415,2020-08-24 10:19:08,Chat,Feedback,Yes,2.5
INT_0011965,CUST_000248,,Chat,Complaint,No,1.2
INT_0014833,CUST_006020,2023-04-12 14:46:57,Call Centre,Complaint,Yes,3.4
INT_0019016,CUST_006631,,Email,Complaint,Yes,3.5
INT_0015206,CUST_006562,2023-07-02 15:22:21,Branch,,Yes,
INT_0001304,CUST_006432,2023-07-21 22:30:03,Branch,Complaint,Yes,1.6
INT_0009282,CUST_003529,2018-11-27 09:56:05,Branch,,,6.0
INT_0014592,CUST_009081,2023-11-30 18:51:28,Branch,Loan Query,Yes,6.9
INT_0018287,CUST_009993,2024-05-28 11:59:13,Branch,Loan Query,Yes,
INT_0008302,CUST_002531,2023-12-11 08:23:19,Branch,Account Issue,,7.9
INT_0012429,CUST_004116,2018-03-21 12:52:15,Email,Inquiry,Yes,9.2
INT_0017161,CUST_004415,2023-08-12 00:05:37,Branch,Feedback,Yes,2.8
INT_0018402,CUST_002532,2024-11-23 22:49:31,Branch,Complaint,,6.4
INT_0005934,CUST_006436,2023-12-20 08:50:01,Call Centre,Inquiry,,1.1
INT_0004426,CUST_006953,2020-06-24 06:10:14,Chat,Loan Query,Yes,4.6
INT_0014792,CUST_002917,2023-10-17 13:17:03,,Account Issue,Yes,7.2
INT_0004789,CUST_009029,2022-10-16 06:23:25,Chat,Loan Query,Yes,3.3
INT_0010798,CUST_007618,2022-04-30 11:53:56,Chat,,No,9.0
INT_0019624,CUST_007186,,Branch,Loan Query,Yes,5.5
INT_0007166,CUST_004771,2019-11-24 18:32:53,Chat,Inquiry,Yes,
INT_0011615,CUST_002032,2021-09-26 19:33:49,Call Centre,Feedback,Yes,5.1
INT_0016526,CUST_002091,2023-10-09 04:13:05,Email,Complaint,No,2.2
INT_0006514,CUST_005989,2022-12-07 22:44:09,Chat,Inquiry,,6.4
INT_0005706,CUST_003327,2018-10-26 22:19:04,,Account Issue,No,7.6
INT_0003870,CUST_005930,2018-11-11 21:59:40,Call Centre,Feedback,Yes,7.2
INT_0016303,CUST_004408,2023-11-18 18:55:44,Call Centre,,Yes,
INT_0003865,CUST_001966,2020-06-20 03:28:41,Chat,Account Issue,Yes,
INT_0002832,CUST_005035,2024-03-30 04:56:26,Call Centre,Account Issue,Yes,4.1
INT_0006279,CUST_005246,2019-10-20 05:28:00,Email,Loan Query,Yes,9.3
INT_0006535,CUST_000518,2022-06-23 12:06:58,,,No,4.0
INT_0019443,CUST_006639,2019-01-22 01:23:40,,Account Issue,Yes,2.0
INT_0011732,CUST_002008,2023-07-06 18:52:06,Call Centre,Account Issue,No,2.4
INT_0008746,CUST_006665,2024-07-19 14:46:48,Email,,Yes,5.9
INT_0001667,CUST_004436,,Chat,Inquiry,Yes,9.6
INT_0015539,CUST_000060,,Call Centre,Account Issue,No,2.1
INT_0006731,CUST_001422,2019-05-04 22:22:26,Branch,Inquiry,Yes,
INT_0002557,CUST_006943,,Call Centre,Feedback,Yes,3.4
INT_0004508,CUST_008818,2023-07-10 10:20:06,Email,,Yes,
INT_0009214,CUST_009892,2022-01-12 08:21:33,Branch,Feedback,Yes,4.3
INT_0003413,CUST_009928,2019-04-29 19:21:32,Branch,Loan Query,Yes,6.7
INT_0010857,CUST_009160,2023-05-31 14:48:15,Chat,Feedback,,9.4
INT_0009447,CUST_002786,,Branch,Inquiry,,2.6
INT_0000241,CUST_003407,2021-06-26 08:11:38,Branch,Loan Query,No,3.2
INT_0007179,CUST_002744,2019-09-29 16:29:32,Call Centre,Complaint,Yes,
INT_0012104,CUST_007349,,Call Centre,Complaint,No,9.0
INT_0003482,CUST_003148,2023-09-10 23:01:32,,Complaint,Yes,9.4
INT_0000722,CUST_000181,2018-10-05 23:44:01,Call Centre,Inquiry,,6.3
INT_0004875,CUST_002798,2021-11-12 11:43:49,Chat,Loan Query,Yes,7.5
INT_0014846,CUST_006551,2019-05-09 21:22:39,Branch,Feedback,,
INT_0007300,CUST_000167,2018-03-12 22:31:59,Chat,Loan Query,No,1.4
INT_0016531,CUST_007097,2019-05-13 07:26:24,Email,Complaint,Yes,8.0
INT_0018307,CUST_001057,2020-09-11 13:39:23,Call Centre,Feedback,Yes,5.4
INT_0003468,CUST_009465,2020-02-22 19:10:50,,Feedback,No,8.3
INT_0012244,CUST_004346,2022-09-21 17:10:30,Email,Complaint,,9.4
INT_0007897,CUST_008180,2023-02-06 23:45:45,Branch,Loan Query,Yes,3.8
INT_0017155,CUST_006683,,Email,Complaint,,5.0
INT_0016868,CUST_008068,2022-12-03 17:35:01,Email,Complaint,Yes,
INT_0017076,CUST_007372,2019-06-20 04:23:33,Chat,Account Issue,No,3.1
INT_0004160,CUST_001011,2024-06-16 23:17:11,Call Centre,Inquiry,Yes,8.5
INT_0012038,CUST_005986,2019-12-15 19:32:59,Branch,,Yes,2.8
INT_0018518,CUST_008740,2020-09-24 13:46:26,Call Centre,Feedback,Yes,8.1
INT_0016003,CUST_009830,2024-07-18 06:59:56,Chat,Loan Query,,
INT_0010692,CUST_004549,2021-08-31 05:11:09,,Inquiry,Yes,7.2
INT_0001241,CUST_009002,2019-01-21 18:01:04,Branch,Loan Query,No,8.3
INT_0019858,CUST_007240,2019-03-15 10:42:50,,,Yes,7.0
INT_0012656,CUST_006329,2020-02-29 11:28:40,Branch,Loan Query,No,1.6
INT_0012382,CUST_000914,2021-07-08 07:41:13,Chat,Account Issue,Yes,7.2
INT_0019096,CUST_006868,,Chat,,,7.2
INT_0019089,CUST_000391,2024-04-02 17:41:52,Branch,Account Issue,Yes,9.8
INT_0007789,CUST_007426,2020-01-14 04:02:36,Chat,Complaint,No,2.4
INT_0006777,CUST_002982,2024-03-04 08:37:36,Branch,Complaint,No,4.3
INT_0006245,CUST_008635,2019-10-30 15:46:27,,Feedback,Yes,3.2
INT_0013854,CUST_008833,2021-12-26 12:04:06,Email,Complaint,Yes,8.2
INT_0018150,CUST_004144,2019-11-02 13:34:18,Email,Inquiry,,9.9
INT_0010031,CUST_003886,2022-07-24 09:17:11,Email,Loan Query,No,
INT_0017855,CUST_007150,2019-07-20 10:38:18,Call Centre,,,1.2
INT_0003243,CUST_005481,,Email,Complaint,Yes,9.1
INT_0009337,CUST_004221,2018-03-17 23:02:26,Branch,Loan Query,,3.8
INT_0003532,CUST_003427,,Branch,Inquiry,Yes,2.4
INT_0011843,CUST_007076,2021-12-04 06:08:52,Call Centre,Feedback,Yes,5.4
INT_0004201,CUST_001856,2022-01-22 10:44:46,Call Centre,Account Issue,,2.8
INT_0000325,CUST_003846,2020-08-25 16:34:02,Branch,Account Issue,No,4.8
INT_0014030,CUST_002463,2022-07-29 03:54:57,Call Centre,Loan Query,Yes,7.6
INT_0015194,CUST_009194,2021-04-28 03:43:51,,Feedback,Yes,9.7
INT_0005212,CUST_005466,2024-10-09 13:39:01,Chat,Loan Query,No,6.3
INT_0010671,CUST_007710,,,Feedback,Yes,
INT_0008935,CUST_005339,,Call Centre,Complaint,,
INT_0004805,CUST_002557,2022-04-19 02:16:52,Call Centre,Loan Query,Yes,1.6
INT_0005038,CUST_001205,2022-04-06 12:17:56,Branch,Complaint,Yes,
INT_0005015,CUST_002886,2019-01-18 07:33:00,Branch,Complaint,Yes,5.9
INT_0004557,CUST_003166,2018-08-21 22:20:48,Branch,Inquiry,,2.8
INT_0002299,CUST_000318,2021-07-26 00:59:12,Email,Complaint,,9.7
INT_0015828,CUST_009694,2019-01-15 23:04:48,,Account Issue,Yes,4.6
INT_0000403,CUST_006488,2018-08-04 04:56:10,Chat,Loan Query,No,1.7
INT_0014924,CUST_008977,,Chat,Complaint,Yes,
INT_0000130,CUST_003328,2023-09-09 22:37:42,Call Centre,Account Issue,No,1.6
INT_0017444,CUST_007149,2024-09-21 19:48:01,Email,,Yes,
INT_0016034,CUST_001680,2020-06-08 07:45:33,Branch,Complaint,Yes,1.4
INT_0014556,CUST_007637,2022-01-11 17:14:28,Call Centre,Inquiry,,7.1
INT_0017999,CUST_003285,2020-05-02 06:51:24,Call Centre,Inquiry,No,2.0
INT_0013779,CUST_003430,2022-09-21 10:40:55,Chat,Complaint,Yes,8.7
INT_0015247,CUST_002651,2024-06-27 19:49:19,Branch,Feedback,No,7.0
INT_0016878,CUST_007748,2019-10-17 17:52:18,Call Centre,Feedback,No,
INT_0013666,CUST_000244,2021-05-02 20:37:54,,Inquiry,Yes,5.1
INT_0003297,CUST_006884,2022-08-26 10:45:56,Branch,Inquiry,Yes,2.4
INT_0002024,CUST_000572,2020-11-20 17:15:53,Call Centre,Feedback,Yes,3.8
INT_0007925,CUST_003991,2022-03-27 17:52:28,Email,Feedback,No,
INT_0013377,CUST_003658,,,Account Issue,Yes,9.9
INT_0003421,CUST_009298,2019-03-30 04:18:45,Branch,Loan Query,Yes,9.4
INT_0001115,CUST_004696,2024-05-25 09:40:17,,Complaint,Yes,7.0
INT_0013533,CUST_007800,2022-09-13 15:21:21,Email,Loan Query,Yes,6.8
INT_0019025,CUST_007904,2024-09-10 20:27:18,Branch,Complaint,Yes,
INT_0007411,CUST_005145,2022-12-21 08:22:50,Call Centre,Feedback,Yes,
INT_0014104,CUST_002675,2023-04-28 18:29:56,Email,Inquiry,No,9.3
INT_0009082,CUST_006163,,Call Centre,Loan Query,Yes,1.4
INT_0009363,CUST_005063,2020-10-15 14:28:22,Branch,Complaint,No,9.8
INT_0005393,CUST_003591,2024-05-28 00:25:16,Chat,,No,2.0
INT_0001591,CUST_009010,2021-04-16 21:45:08,Call Centre,Account Issue,Yes,3.2
INT_0000627,CUST_000279,2019-01-20 11:48:59,Email,Feedback,Yes,4.2
INT_0003096,CUST_008352,2020-08-25 03:01:51,Chat,Feedback,No,
INT_0009967,CUST_008294,2021-02-14 07:25:04,Email,Account Issue,Yes,
INT_0004161,CUST_004313,,Chat,Account Issue,Yes,9.3
INT_0002983,CUST_006067,2021-12-17 00:06:28,Branch,Feedback,No,6.6
INT_0001621,CUST_003644,2022-02-27 22:29:01,Branch,Feedback,Yes,7.7
INT_0009863,CUST_006017,2022-12-03 01:21:24,Call Centre,Complaint,Yes,7.3
INT_0012803,CUST_004152,2022-11-17 16:33:21,Branch,Feedback,,
INT_0001812,CUST_000243,,Email,,Yes,6.2
INT_0007885,CUST_006306,2024-09-04 20:34:48,Email,Feedback,No,
INT_0012979,CUST_008509,2024-05-16 09:11:34,Branch,Loan Query,Yes,9.6
INT_0000049,CUST_003256,2023-05-13 10:11:21,Email,Loan Query,Yes,5.8
INT_0014691,CUST_000320,2021-07-11 20:05:23,,Account Issue,Yes,4.9
INT_0016854,CUST_007619,2018-10-30 15:48:50,Call Centre,Feedback,Yes,3.6
INT_0001434,CUST_006363,2019-11-17 16:48:08,,Account Issue,,6.2
INT_0014887,CUST_006369,2021-07-20 16:43:50,Email,Account Issue,,
INT_0006921,CUST_006847,2020-11-29 08:08:09,Call Centre,Inquiry,No,5.4
INT_0013680,CUST_005509,2023-06-18 19:25:41,Branch,Feedback,Yes,8.8
INT_0012527,CUST_009005,,Branch,Account Issue,,
INT_0001504,CUST_004108,2024-07-30 22:14:15,Email,Loan Query,,2.5
INT_0008531,CUST_009096,2023-11-07 20:48:57,,Account Issue,Yes,9.2
INT_0002560,CUST_009491,2018-06-14 07:50:15,Email,,Yes,5.4
INT_0009955,CUST_001797,2023-08-06 05:28:49,Chat,Feedback,Yes,9.5
INT_0002674,CUST_002596,2020-06-20 22:01:04,,Loan Query,,6.9
INT_0011789,CUST_005070,2022-12-14 15:51:38,Email,Account Issue,Yes,4.3
INT_0003775,CUST_009983,,Branch,Inquiry,Yes,5.8
INT_0014647,CUST_007620,2023-06-26 20:18:33,Branch,Feedback,No,
INT_0006170,CUST_009440,2022-05-22 04:26:19,Chat,Feedback,No,2.0
INT_0014912,CUST_003663,,Email,Loan Query,Yes,8.3
INT_0012424,CUST_003099,2019-02-04 12:05:42,Branch,Account Issue,No,1.1
INT_0012950,CUST_005646,2020-08-13 15:49:01,Chat,Loan Query,Yes,6.3
INT_0001443,CUST_000605,2024-04-05 23:20:42,Call Centre,Inquiry,Yes,9.1
INT_0005814,CUST_005867,2021-03-05 06:21:31,Email,Complaint,Yes,9.6
INT_0007955,CUST_003417,,Chat,,No,2.3
INT_0012142,CUST_007403,2024-08-05 07:55:02,Branch,Loan Query,Yes,3.3
INT_0016147,CUST_001392,2022-10-12 17:45:36,Email,Account Issue,No,
INT_0019589,CUST_004053,2024-12-19 01:42:00,Branch,,No,5.4
INT_0002948,CUST_003519,2022-12-23 12:11:24,Branch,,,3.5
INT_0019389,CUST_009371,2019-03-27 21:56:20,Chat,Loan Query,No,9.7
INT_0019534,CUST_008921,2024-12-03 03:17:00,Call Centre,Complaint,Yes,4.4
INT_0003224,CUST_005253,2019-12-18 02:33:46,Call Centre,Account Issue,Yes,
INT_0012511,CUST_005806,2024-05-02 11:03:11,,Feedback,No,2.9
INT_0017436,CUST_006171,2020-10-15 19:37:43,Email,Inquiry,Yes,8.1
INT_0006303,CUST_007470,2020-09-20 13:41:10,Branch,,Yes,9.2
INT_0010901,CUST_000157,2021-02-25 06:24:11,Chat,Complaint,Yes,2.0
INT_0009751,CUST_005079,2021-04-01 20:10:35,Chat,Loan Query,,6.1
INT_0018096,CUST_001466,2021-01-12 10:25:37,Email,,No,1.5
INT_0018246,CUST_005419,,Chat,Account Issue,Yes,5.2
INT_0009785,CUST_003698,2024-11-07 06:33:50,Email,Inquiry,Yes,7.2
INT_0011549,CUST_003027,2021-06-04 22:00:53,Chat,Loan Query,No,5.3
INT_0000388,CUST_000618,2022-03-19 06:21:29,Chat,Feedback,No,8.2
INT_0009908,CUST_006143,,,Feedback,Yes,9.0
INT_0007512,CUST_002936,2022-10-05 07:50:27,Email,Feedback,Yes,1.0
INT_0011033,CUST_002862,2024-05-17 13:39:08,Call Centre,,Yes,9.3
INT_0016488,CUST_004100,2024-04-09 17:18:31,Chat,Inquiry,Yes,
INT_0016686,CUST_009239,2022-07-29 16:31:36,Email,Loan Query,No,9.8
INT_0008047,CUST_001204,,Chat,,Yes,8.1
INT_0014957,CUST_002971,2019-06-04 02:18:32,Chat,Complaint,Yes,6.6
INT_0016437,CUST_007194,2023-03-01 13:38:30,Email,Complaint,Yes,2.8
INT_0012190,CUST_006612,2021-05-10 22:43:50,Call Centre,Loan Query,Yes,3.0
INT_0016975,CUST_005315,2022-10-01 03:23:27,Chat,Inquiry,No,2.1
INT_0005516,CUST_003715,2018-03-30 21:30:51,Call Centre,Feedback,Yes,2.2
INT_0000120,CUST_008406,2018-05-24 06:44:04,Call Centre,Complaint,Yes,8.6
INT_0000869,CUST_002905,2019-08-21 18:02:02,Branch,Feedback,Yes,2.6
INT_0007072,CUST_008088,2022-11-26 04:29:33,Call Centre,Complaint,Yes,2.8
INT_0004690,CUST_002791,2024-05-22 18:37:20,Call Centre,Feedback,Yes,9.9
INT_0003209,CUST_006622,2024-05-08 18:16:45,Branch,Account Issue,No,8.5
INT_0016561,CUST_007955,2020-10-17 12:53:02,,Feedback,No,
INT_0014058,CUST_003170,2023-07-21 17:05:04,Chat,Account Issue,,7.8
INT_0008148,CUST_002862,2019-01-24 05:29:27,,Loan Query,No,1.1
INT_0013856,CUST_001723,2023-12-08 18:01:16,Email,Loan Query,Yes,4.9
INT_0013788,CUST_009779,2019-12-06 15:53:39,Call Centre,,Yes,8.8
INT_0019013,CUST_007379,2023-09-03 19:14:22,Branch,Feedback,Yes,3.9
INT_0011295,CUST_009525,2019-12-12 23:44:14,Email,Account Issue,Yes,7.8
INT_0007618,CUST_008090,,Call Centre,Loan Query,Yes,6.2
INT_0017448,CUST_004566,2020-11-15 13:53:00,Call Centre,Account Issue,Yes,8.7
INT_0015126,CUST_007927,2024-01-27 04:32:51,Branch,Account Issue,Yes,9.5
INT_0018910,CUST_008134,2021-05-30 00:16:46,Branch,,No,4.4
INT_0006805,CUST_007111,2023-01-03 00:50:23,Branch,Feedback,,2.9
INT_0015307,CUST_002401,2022-10-23 20:07:25,,Account Issue,Yes,
INT_0007371,CUST_005336,2020-08-18 16:15:21,Branch,Account Issue,No,
INT_0008321,CUST_005747,,Call Centre,Loan Query,,1.8
INT_0014981,CUST_002548,2019-07-21 02:36:25,Email,Loan Query,Yes,7.4
INT_0000789,CUST_003723,2024-09-15 03:11:51,Call Centre,Inquiry,Yes,6.0
INT_0008945,CUST_005916,2019-01-07 05:05:51,Branch,Loan Query,Yes,6.3
INT_0012717,CUST_007856,2021-08-28 00:04:08,Branch,Account Issue,,4.8
INT_0001046,CUST_004680,2023-09-15 09:45:23,Email,Inquiry,Yes,4.8
INT_0017188,CUST_006413,2022-02-04 21:14:59,Email,Complaint,Yes,3.1
INT_0015930,CUST_004343,,Chat,,,10.0
INT_0005463,CUST_004150,2022-09-01 12:35:32,Branch,Complaint,Yes,7.4
INT_0011205,CUST_000098,2019-07-14 12:48:02,Call Centre,,Yes,1.2
INT_0018051,CUST_004999,,Email,Loan Query,Yes,9.9
INT_0013151,CUST_006584,2024-03-10 02:47:49,Email,,,2.0
INT_0010331,CUST_002854,2020-12-20 07:30:07,Chat,Complaint,Yes,4.8
INT_0007023,CUST_008751,2020-03-29 11:35:50,,,Yes,2.5
INT_0012215,CUST_000413,2024-01-09 03:58:47,Call Centre,Complaint,Yes,
INT_0005333,CUST_008605,2024-12-27 14:03:04,Branch,Inquiry,Yes,5.6
INT_0018897,CUST_008502,2024-07-30 18:01:59,Branch,Feedback,No,7.2
INT_0012651,CUST_001208,2024-08-04 04:52:21,Branch,Inquiry,,8.7
INT_0014194,CUST_009725,2022-11-22 13:36:48,Chat,Complaint,No,
INT_0003914,CUST_002515,2020-06-06 06:02:04,Chat,,Yes,4.8
INT_0016687,CUST_001445,,Branch,Inquiry,No,6.8
INT_0009604,CUST_001511,,Call Centre,Complaint,Yes,6.0
